,index,caption
113,547,"A bright, vertically elongated source dominates the image center. A primary flux centroid is central, with diffuse emission extending vertically above and below it, forming two apparent lobes or jets. Several faint, unassociated point sources are scattered throughout the field."
114,548,"A bright, vertically elongated emission centroid dominates the image center. It exhibits a bimodal morphology, with a brighter northern component and a dimmer, more diffuse southern extension forming a single, integrated source. No other distinct sources are present."
115,549,"A bright, compact flux centroid is slightly below-center. A diffuse, asymmetric lobe extends from this centroid towards the top-right. No distinct jets or sources unassociated with this central morphology are observed."
116,550,"A bright, elongated central flux feature extends horizontally. It contains two primary centroids: one slightly left-of-center, the other slightly right-of-center, connected by fainter emission. This structure resembles a central source with two diffuse lobes extending outward. No other significant sources are clearly visible."
117,551,"A bright, elongated centroid of flux dominates the image center, showing a slight horizontal extension. No clear lobes or jets are observed originating from this central emission. A distinct, fainter, point-like source is present towards the bottom-left, appearing unassociated with the main central object."
118,552,"A bright, point-like flux centroid is at top-center. Below it, a slightly extended central source emits diffuse, irregular lobes extending towards the bottom-left and bottom-right. These lobes originate from the central source. No distinct jets are evident. The bright source at top-center appears unassociated with the central emission."
119,553,"A very bright, compact central flux centroid is flanked by extended, clumpy lobes. The left lobe originates centrally, extending leftwards. The right lobe originates centrally, extending rightwards. Several very faint, unassociated point sources are scattered across the field."
120,554,"Two bright flux centroids are visible, one upper-left and one central. An elongated structure connects them. From the central centroid, a diffuse, irregular lobe extends downwards and slightly right. No other unassociated sources are apparent within the field."
121,555,"A bright elongated centroid is present slightly left of center. A diffuse bridge extends from it, connecting to a fainter, diffuse region on the right. This central structure exhibits diffuse, lobe-like extensions. Faint point sources are scattered in the background, unassociated with the main emission."
122,556,"Two bright flux centroids are present. The brighter, compact centroid is in the lower-left-center. A less bright, elongated centroid is in the upper-right-center, with a diffuse lobe extending further upper-right, originating from this centroid. Faint emission appears to connect these two features. No other distinct sources are observed."
123,557,"A bright, compact flux centroid is slightly left of center. A diffuse, fainter lobe-like feature extends from its vicinity towards the right. No clear jets are observed. No other distinct sources are apparent."
124,558,"A bright, curved, elongated structure is prominent in the top-center, exhibiting internal flux variations. A compact, bright centroid with a faint, diffuse extension is observed in the bottom-right. Several unassociated faint point-like sources are scattered throughout the field. No clear central source is visible."
125,559,"Two bright, extended flux centroids (lobes) are observed: one bottom-left, one top-right of center. A narrow linear feature (jet) emanates from the central region, connecting to and terminating at the top-right lobe. No other distinct sources are present."
126,560,"A bright, elongated radio source occupies the image center, featuring a prominent, compact flux centroid. Diffuse, extended emission (lobes/jets) originates from this centroid, projecting along a slightly curved, roughly vertical axis. Emission is brightest centrally, fading outwards. No other distinct radio sources are apparent in the image."
127,561,"Two bright flux centroids are located near the image center. A diffuse, curved lobe-like structure originates from the lower centroid, extending downwards and to the right, gradually fading. No other distinct sources are present in the field."
128,562,"A bright, compact flux centroid is located at the image center. Two diffuse, extended lobes of fainter emission are associated with it. One lobe originates from the central region and extends upwards (top), while the other extends downwards (bottom), both gradually fading. No distinct jets or other independent sources are apparent."
129,563,"A bright, slightly extended flux centroid is located below center. A curved, diffuse lobe originates from this centroid, extending upwards and left, terminating in a fainter, knot-like centroid in the upper-left region. No other distinct sources are present."
130,564,"A bright, elongated central source displays two prominent flux centroids, slightly left and right of the image center. This double-lobed morphology originates centrally and extends horizontally. Numerous faint, discrete point sources are distributed throughout the field, unassociated with the main central structure."
131,565,"A bright, irregular, extended flux centroid is located slightly below center, appearing as multiple connected knots. No distinct lobes or jets are evident. Two point-like, bright sources are present in the top-left, clearly separate and unassociated with the primary central emission."
132,566,"A compact, bright central emission complex is observed. Two primary flux centroids are discernible, slightly offset: one top-left, the other bottom-right. The emission appears contained, with no extended lobes or jets evident. No other discrete sources are present within the image frame."
133,567,"A bright flux centroid is visible in the upper-center. A curved lobe, resembling a hook, originates from this centroid, extending downwards and slightly leftward before gradually fading. No other distinct sources are apparent in the image."
134,568,"Multiple bright flux centroids are clustered slightly left of center. A linear, jet-like feature originates from this cluster, extending towards the bottom-right and fading. A fainter, diffuse extension is observed towards the top-right. Two faint, diffuse sources are seen in the upper-mid region, unassociated with the central emission."
135,569,"A bright, elongated flux centroid is prominently located slightly left of the image center. No distinct radio lobes or collimated jets are clearly associated with this central feature. Faint, diffuse background speckles are present across the image but do not constitute additional bright, distinct sources."
136,570,"A compact, double-lobed structure is centrally located. Two distinct, bright flux centroids are closely aligned vertically, with no clear extended lobes or jets originating from them or extending outwards. No other significant sources are present in the field."
137,571,"Two bright, extended flux centroids are visible, one left-of-center and one right-of-center. They appear connected by faint, diffuse emission, suggesting two lobes originating from an unresolved central point between them. No other unassociated sources are evident."
138,572,"A prominent double source dominates the image center. Two bright, resolved flux centroids are diagonally aligned. These centroids constitute the primary emission morphology, with no extended jets or distinct lobes observed beyond them. Several very faint, unresolved background sources are also discernible."
139,573,"A bright flux centroid is prominent in the upper-right-center. A distinct jet originates from this centroid, extending downwards and slightly left, connecting to a diffuse lobe below the image center. A fainter, diffuse lobe is also visible above and slightly left of the bright centroid. No unassociated sources are evident."
140,574,"A bright point source is visible in the lower-left. In the image center, a diffuse, horizontally elongated source displays two faint, closely-spaced flux centroids. No distinct extended lobes or jets are observed originating from this central emission."
141,575,"The image displays a very bright, extended flux centroid in the upper-left. A fainter, compact centroid is situated slightly right of center. A diffuse, extended emission region occupies the lower-right. No distinct jets or clear lobe structures originating from a central source are observed. All sources appear distinct from each other."
142,576,"Two bright, resolved flux centroids dominate the image center, appearing as a compact double source. No distinct lobes or collimated jets are observed originating from these centroids. A single, much fainter, diffuse source is present towards the bottom-center."
143,577,"Two very bright, compact flux centroids are prominent near the image center, appearing as a closely-separated double source. No extended lobes or jets are discernible originating from these points. There are no other distinct sources visible in the field. The morphology is dominated by these two central, compact bright points."
144,578,"Two bright, unresolved flux centroids are centrally located, forming a vertical pair. One is slightly above the other. No extended lobes or jets are observed originating from these centroids. The surrounding field is dark, with no other prominent radio sources detected."
145,579,"Two bright flux centroids are visible, one left-center and one right-top. Both show diffuse, elongated emission extending from their core. The left source's emission extends towards the image center, the right's slightly lower-left. No other distinct sources are visible."
146,580,"Two bright, compact flux centroids are observed. One is located slightly top-left of the image geometric center, and the other slightly bottom-right. No associated lobes or jets are discernible. No other sources are detected within the field of view."
147,581,"Two bright, compact flux centroids are centered, one slightly left and one slightly right. No associated lobes or jets are discerned emanating from these sources. No other distinct sources are apparent in the field."
148,582,"Two bright, compact flux centroids are observed slightly below center, vertically aligned. No extended lobes or jets are evident originating from or ending at these centroids. A fainter, diffuse flux centroid is also present towards the top-center, unassociated with the main double structure."
149,583,"A bright, compact central source dominates, composed of two closely merged, slightly elongated flux centroids positioned in the image center. No distinct lobes or jets are visible extending from this core. There are no other identifiable sources within the field of view not associated with this central emission."
150,584,"Two bright centroids are vertically aligned near the image center. The brighter, more compact centroid is above, with a fainter, slightly diffuse centroid below it. Faint, elongated emission connects these centroids, extending downwards from the brighter source. No other distinct sources are present."
151,585,"A bright, elongated radio source is visible slightly below center, featuring two distinct flux centroids. These centroids are connected by and embedded within a diffuse, oval-shaped emission region. No extended lobes or jets are observed beyond this central structure. Faint, diffuse emission also appears in the upper right."
152,586,"The image displays a bright, extended flux source near the center. It features a dominant, bright centroid positioned slightly above the image center, with a fainter, elongated extension or lobe-like structure projecting downwards from it. This forms a distinct vertical, somewhat unipolar morphology. No other distinct sources are apparent in the field."
153,587,"Two distinct, bright flux centroids are observed slightly below the image center, in close proximity. No discernible lobes or jets originate from these centroids. There are no other prominent sources unassociated with this central emission."
154,588,"Two bright flux centroids dominate the image: one resolved on the left, and a more diffuse, lobe-like structure on the right. A faint, narrow jet originates centrally, extending bidirectionally to connect these centroids. Several faint, unassociated point sources are sparsely distributed across the background."
155,589,"Two bright flux centroids are observed: one slightly below center, the other above-right. A diffuse, elongated structure connects them, appearing to originate from the lower centroid and extending to the upper-right. Several very faint, unassociated point sources are visible across the field."
156,590,"The image displays two bright flux centroids, one in the upper-left and one in the lower-right. These are embedded within extended, diffuse lobes of emission originating from a fainter central region. The upper lobe extends towards the top-left, and the lower lobe extends towards the bottom-right. Several faint, unassociated point sources are also present."
157,591,"The image displays a central diffuse source with two bright flux centroids to its left and right. These centroids are embedded within extended, horizontally-oriented lobes originating from the central source. A separate, fainter, somewhat resolved source is visible towards the bottom-center."
158,592,"Two closely separated, bright flux centroids are observed near the image center, forming a slightly elongated emission region. No distinct lobes or jets are evident originating from these centroids. No other emission sources are detected within the field of view."
159,593,"Two bright, slightly elongated flux centroids are centrally located, horizontally aligned. They appear connected, forming a compact, dumbbell-shaped emission region. No distinct separate lobes or jets originate from these centroids, nor are larger structures visible. No other sources are present."
160,594,"Two bright, elongated flux centroids are top-center and bottom-center, forming a bipolar structure. Diffuse emission connects them, but no distinct jets are evident; these centroids comprise the extended source. Several faint, point-like background sources are visible, unassociated with this main structure."
161,595,"Two bright flux centroids are centered, one left and one right, within an elongated, diffuse double-lobed structure. The lobes originate from a faint central region between the centroids and extend outwards, encompassing the bright emission. Several very faint, unresolved point sources are scattered, unassociated with the central structure."
162,596,"A single, bright, unresolved flux centroid is prominently located in the center of the image. No lobes, jets, or other distinct sources are apparent."
163,597,"The image shows a prominent, diffuse, elongated flux centroid slightly above center, exhibiting a broad, faint plume extending generally upwards. A distinct, compact, bright point source is also visible in the lower-right quadrant, apparently unassociated with the central feature."
164,598,"A very bright, compact flux centroid is in the lower-left. A fainter, diffuse, somewhat elongated source is in the upper-center. No clear lobes or jets are seen. A faint, compact source in the mid-right and the lower-left source appear unassociated with the upper-center source."
165,599,"The image displays a compact cluster of bright flux centroids near the center. The brightest is slightly above and right of center, flanked by a fainter one to its left. A third, elongated, fainter centroid lies below the primary. No distinct lobes or jets are evident emanating from these centroids, nor are there other unassociated sources."
166,600,"A single, elongated bright flux centroid is observed near the image center, inclined slightly. No distinct lobes or jets are apparent originating from this central emission. No other sources are present in the image."
167,601,"A bright, elongated source, exhibiting two distinct flux centroids, is located slightly left of center. These centroids are closely spaced and form a single extended feature. No clear lobes or jets are observed originating from them. A separate, fainter point source is visible in the bottom-left."
168,602,"Two bright flux centroids are prominent near the image center. The upper centroid is compact. The lower centroid is diffuse and extended vertically, connected to the upper centroid, forming a lobe-like structure extending downwards. No other significant sources or distinct jets are apparent."
169,603,"The image displays an elongated, bipolar emission structure. Bright flux centroids are located prominently at the top and bottom. Diffuse, extended lobes originate from a faint central region, extending outwards to these centroids. No other distinct sources unassociated with this central structure are observed."
170,604,"An elongated, clumpy flux region with multiple bright centroids spans the central-top to central-bottom, appearing as two connected lobes. A distinct, fainter source is located at the bottom-left. Another faint, isolated source is present at the top-right; these are unassociated."
171,605,"Two bright, somewhat blended flux centroids are centrally located, one slightly left and one slightly right. No distinct lobes or extended jets are apparent originating from or connecting these centroids. No other unassociated sources are visible."
172,606,"Two bright, slightly extended flux centroids are centrally located. They form a double-lobed structure originating from an unresolved point between them, extending symmetrically outwards. The upper-right centroid appears slightly brighter. No distinct jets or other significant sources are visible within the field."
173,607,"Two prominent flux centroids are located in the lower-central-left, appearing as adjacent, slightly resolved bright regions. They form a single, somewhat elongated structure. No distinct lobes or jets are evident. No other significant independent sources are observed in the field."
174,608,"Two bright, compact flux centroids are centrally located, appearing closely separated. No clear lobes or jets are observed originating from them. A very faint, diffuse, unassociated source is visible in the bottom-right quadrant."
175,609,"A bright central point source exhibits two oppositely directed, elongated structures. A bright, extended lobe with a flux centroid is located in the upper-left, originating from the center. A fainter, diffuse lobe extends to the lower-right, also originating from the center. No other sources are apparent."
176,610,"A prominent radio source is centered in the image. It comprises two bright, vertically aligned flux centroids, forming a compact, double-lobed structure. There are no distinct jets or connecting emission visible between these centroids, nor originating from them. No other associated or unassociated sources are detected."
177,611,"Two main regions of extended flux are observed. The upper right contains two very bright, closely spaced centroids with diffuse emission extending rightward. The lower left features two bright, distinct centroids within a diffuse envelope. No clear central galaxy is observed for either structure. No collimated jets are apparent."
178,612,"A prominent, elongated radio lobe extends diagonally from the image center towards the bottom-right. A bright, compact flux centroid marks its terminus. A fainter, diffuse tail originates from a central region and feeds into this bright centroid. No other major lobes/jets are present. Several extremely faint, unresolved sources appear towards the bottom-right, unassociated."
179,613,"The image shows two bright, unresolved flux centroids in the center, slightly offset from each other. They are embedded within a faint, elongated, diffuse structure, which is diagonally oriented. No distinct lobes or jets are observed originating from the centroids. No other significant sources are apparent."
180,614,"Two bright, compact flux centroids are observed slightly left-of-center. They are closely spaced. No extended lobes or prominent jets are apparent originating from or terminating near these sources. No other distinct sources are detected in the field of view."
181,615,"Two bright, elongated flux concentrations are present: one top-left with a bright centroid, and another bottom-right, appearing as extended lobes. Two fainter, diffuse sources are center-left and center-right. No visible central radio galaxy or jets are apparent for the lobes. The fainter sources appear distinct from the main lobes."
182,616,"Two bright, elongated flux centroids appear, one left-of-center and one right-of-center. A fainter, compact central source is visible. Diffuse, linear structures extend outwards from this central source, connecting to each bright centroid. This forms a roughly linear, three-component system. No other distinct sources are present."
183,617,"Two bright flux centroids are prominent in the image center, diagonally aligned. They are connected by diffuse emission, forming an elongated, double-lobed structure. Several faint, unassociated point sources are sparsely distributed across the dark field."
184,618,"A single, bright, elongated radio source is centered. It consists of two closely spaced flux centroids, horizontally separated, forming a compact double morphology. These appear to originate from a common central region and extend slightly left and right. No distinct extended lobes, jets, or other unassociated sources are evident in the field."
185,619,"Two extended flux centroids are present: one below center-left and another above center. These sources appear diffuse, with no clear jets or central origin connecting them. A compact, bright point source is also visible in the top-right, unassociated with the central features."
186,620,"Two bright flux centroids are located in the upper-center, with the upper-left one being brighter. They are embedded within a contiguous, elongated region of fainter emission. No distinct lobes or jets are discernible. Several faint, unassociated point sources are scattered across the field."
187,621,"A dominant, compact flux centroid is on the far left, emitting an elongated, diffuse structure extending rightward. This structure contains a secondary, diffuse brightness peak near the center and terminates as a fainter, extended lobe on the far right. No separate sources are apparent."
188,622,"A single, bright, slightly elongated flux centroid is present, located just below the image center. No distinct lobes or jets are observed originating from this centroid. There are no other prominent independent sources within the field of view."
189,623,"A bright central source is flanked by two extended, diffuse lobes, connected by fainter linear structures. These originate from the center, extending horizontally to the left and right, terminating in the brighter lobes. Several very faint, unresolved sources are also scattered across the field, unassociated with the main structure."
190,624,"A central point source is flanked by two extended, diffuse flux lobes, one to the left and one to the right. Fainter, linear structures, interpreted as jets, appear to originate from the central source, extending outwards into the inner edges of these lobes. No other independent sources are apparent in the image."
191,625,"A central compact source is flanked by bright, diffuse flux centroids to its left and right. Faint, linear structures extend symmetrically from the central source, connecting to these diffuse regions (lobes). A weaker, point-like source is also visible in the top-left, unassociated with the main structure."
192,626,"Two bright flux centroids are visible: one compact (right-of-center), one diffuse and irregular (left-of-center). These connect by faint emission, forming extended lobes originating from a central region between them. The left lobe extends furthest left. Two unassociated point sources are in the upper-left and bottom-right corners."
193,627,"A bright central flux centroid exhibits bilateral emission. A prominent, elongated lobe curves diagonally to the upper-left, extending from the center. A fainter, diffuse lobe extends to the lower-right. Several faint point sources are scattered across the field, unassociated with the main emission."
194,628,"A bright, compact flux centroid dominates the image center. Two diffuse, elongated lobes or jets originate from this central source, extending diagonally: one towards the top-right, and the other towards the bottom-left, both gradually fading. No other prominent, unassociated sources are evident."
195,629,"A bright flux centroid is slightly above the image center. Two diffuse, curving lobes originate from this centroid; one extends upward-left, the other downward-right. A separate, faint point source is present near the top edge."
196,630,"Two bright flux centroids are observed in the upper-center and lower-center. They are connected by a diffuse, elongated structure extending vertically, forming a single source. The lower centroid exhibits a more diffuse, lobed morphology. No distinct unassociated sources are evident in the field."
197,631,"Two bright, diffuse flux centroids appear left and right of a fainter central emission. Elongated structures resembling lobes extend from this central emission, terminating in the bright centroids. The left centroid shows internal structure. These lobes originate from the center and extend horizontally outwards. No other sources are visible."
198,632,"A central elongated emission features two bright centroids: one upper-right, one lower-center. Diffuse, somewhat S-shaped flux connects these, originating from an intermediate central region. Faint, unassociated point sources are scattered across the field of view."
199,633,"A bright, curved, elongated flux structure dominates the image center. It exhibits two prominent centroids: one left-center and one right-center, connected by diffuse emission, forming a curved, compact morphology. Numerous fainter, point-like sources are distributed across the field, unassociated with the central feature."
200,634,"A bright flux centroid is located slightly below-left of center. An elongated, diffuse lobe/jet originates from this centroid, extending diagonally upwards and left, gradually fading. No other significant sources unassociated with this central feature are apparent."
201,635,"A bright, bowed flux centroid is centrally located. Fainter, diffuse emission extends horizontally from this central region, forming a symmetric, double-lobed structure. Several extremely faint, unassociated point-like sources are also present, notably one towards the upper-left."
202,636,"Two bright centroids dominate the image center. A faint, elongated lobe/jet extends from the lower central centroid towards the upper. Diffuse, irregular emission surrounds these, with distinct fainter patches scattered across the field, notably to the upper-right and edges."
203,637,"Multiple bright flux centroids are clustered horizontally, slightly below center, with the most prominent left of center. Elongated, diffuse emission extends horizontally, forming two lobes originating from a central point. These lobes extend left and right, with bright centroids embedded. No unassociated sources are visible."
204,638,"A central elongated source has two jets. One jet extends to a bright flux centroid in the upper-left, and the other to a bright centroid in the lower-right. These originate from the center and terminate at the bright centroids. A few faint, unassociated point sources are also present."
205,639,"A bright, compact flux centroid is centrally located. Faint, diffuse lobes extend symmetrically to the left and right from this central source. These lobes originate at the centroid and dissipate outwards, forming a bilobate structure. No other distinct sources are apparent."
206,640,"A prominent, linear, elongated radio source is centrally located. It extends diagonally from the lower-left to the upper-right, featuring bright flux centroids at each end. This bilateral, jet-like morphology originates from a central diffuse region and terminates at the centroids. No other distinct sources are present."
207,641,"A prominent, compact flux centroid dominates the image center. Two diffuse, extended lobes are symmetrically positioned to its left and right, apparently originating from the central source. Faint, discrete flux enhancements are scattered throughout the field, unassociated with the primary structure."
208,642,"A bright, elongated flux centroid is slightly left of center. Diffuse, irregular emission extends from its right flank towards the upper-right. A distinct, circular bright centroid is present in the lower-right, unassociated with the main feature."
209,643,"Multiple bright centroids form a complex, diffuse structure slightly below center. This central emission shows irregular, extended morphology, lacking clear symmetric lobes or jets. A distinct, bright point source with a faint tail extending southwest is located in the top-right. Several fainter, unassociated point sources are also visible."
210,644,"A central, elongated radio source displays two bright flux centroids: one slightly top-left of center, the other slightly bottom-right of center. These are connected by fainter emission, forming a double-lobed morphology extending outwards from an implied central region. No other distinct sources are apparent."
211,645,"A bright, elongated structure dominates, extending from the upper-center to bottom-center. It contains two prominent flux centroids at the top, with several fainter, elongated centroids trailing downwards. This linear morphology suggests extended lobes/jets originating from the top and ending downwards. A separate, fainter, diffuse source is visible in the bottom-right."
212,646,"A bright, compact central flux centroid is flanked by two extended, diffuse lobes. These lobes extend symmetrically left and right from the center. Faint, linear structures appear to connect the central source to each lobe. No other distinct sources are visible."
,647,"A prominent elongated radio source is located slightly left of center. It exhibits two bright flux centroids, connected by fainter emission, forming a double-lobed morphology. This structure extends roughly horizontally, appearing to originate centrally and extend outwards. No other significant sources are visible."
213,648,"A bright flux centroid dominates the image center-top. From it, a prominent, curved, elongated lobe extends roughly upwards and to the left. Diffuse, weaker emission extends downwards from the centroid. No other distinct, unassociated sources are evident."
214,649,"Two bright flux centroids are observed, slightly left and right of the image center. The brighter, left centroid is elongated, exhibiting a lobe-like morphology. The right centroid is fainter and more diffuse. No clear central core or distinct jets are visible connecting these features. No other prominent sources are apparent in the field."
215,650,"Two bright, elongated flux centroids are centrally located, forming a connected, bent, S-shaped double-lobed structure. This emission originates centrally, extending outwards and terminating within the bright regions. Several fainter, point-like sources are scattered in the background, unassociated with the main structure."
216,651,"The image displays a bright, horizontally elongated flux centroid in the center, potentially resolving into two closely spaced peaks. No clear extended lobes or jets are observed originating from this central source. Numerous faint, point-like sources are scattered throughout the field, unassociated with the central emission."
,652,"A bright, compact flux centroid is at the image center. Diffuse, extended lobes originate from this central region, extending towards the upper-left and lower-right. They appear clumpy and somewhat symmetrical. No other distinct sources are visible."
217,653,"A bright, elongated flux centroid with multiple peaks is located slightly right of center, oriented bottom-left to top-right. A faint, elongated jet-like feature originates from this centroid, extending towards the top-left and fading. No distinct lobes are observed. Several much fainter, diffuse sources are visible in the background."
218,654,"A prominent, elongated flux centroid is near the image center. Extended emission originates from this central centroid, leading diagonally downwards to a fainter, diffuse lobe-like structure on the bottom-left. No other significant sources are visible."
219,655,"A bright, vertically elongated central source is present. Two diffuse, bright lobes originate from it, extending to the upper-left and lower-right, respectively. Several faint, diffuse sources appear unassociated with the central system, located in the upper-left and lower-left fields."
220,656,"A prominent C-shaped, curved emission features two bright flux centroids: one left-of-center, the other upper-right. The extended emission originates from a fainter central region, extending to these centroids. No other distinct sources are visible."
221,657,"A bright, curved, elongated structure with multiple flux centroids dominates the image center. This complex, connected feature originates centrally and extends outwards. Faint, discrete point-like sources are also scattered across the field, unassociated with the main central emission."
222,658,"A bright, elongated centroid of flux is prominent at the image center. A fainter, diffuse lobe extends to the left from the central emission. No distinct jets are apparent. There are no other significant sources observed unassociated with the central region."
223,659,"A bright central flux centroid is flanked by two elongated, dimmer lobes extending vertically. The upper lobe points towards the top-middle, and the lower towards the bottom-middle, both originating from the central source. Several faint, unassociated point-like sources are scattered throughout the field."
224,660,"A bright, elongated flux centroid dominates the image, located center-left. It extends to the right, showing a distinct jet-like morphology originating from its brightest point. A separate, fainter, double-component source is visible in the bottom-right. Other faint point-sources are scattered in the field, unassociated with these main features."
225,661,"A central, extended source displays two bright flux centroids, one slightly top-left and one slightly bottom-right. These appear connected by diffuse emission, forming two elongated, faint lobes extending outward from the center. No other distinct sources are present in the field of view."
226,662,"Slightly right of center, a dominant elongated source contains two bright, unresolved centroids at its left. Diffuse emission extends rightward, forming a compact lobe-like structure from these centroids. Multiple faint, small, unassociated diffuse sources are scattered across the field."
227,663,"A prominent flux centroid is slightly left of center. A bright, elongated lobe/jet extends rightward from it, culminating in a fainter, diffuse region right of center. A much fainter, diffuse extension is observed towards the upper-left. No unassociated sources are evident."
228,664,"A bright flux centroid slightly right of center has a segmented jet extending left to another bright centroid. This left centroid is surrounded by diffuse emission. From the central source, a diffuse, curved structure extends to the right and down. No other sources are apparent."
229,665,"A central bright object contains two distinct flux centroids: one upper-left, one lower-right. Diffuse, S-shaped extended emission originates from the region encompassing these centroids, extending outwards from the central axis. No other discrete sources are apparent in the field."
230,666,"The image shows three aligned bright flux centroids: a central one flanked by two outer ones, left and right. Diffuse, elongated lobes extend from the central region, terminating around the outer centroids. No distinct unassociated sources are evident in the field."
231,667,"A single, elongated bright flux centroid dominates the image, situated slightly off-center. It displays a linear morphology, angled from bottom-left to top-right. No distinct lobes or jets are observed originating from a point source, but the emission itself is compact and linear. No other sources are present."
232,668,"A very bright centroid of flux is located slightly right of center. Diffuse, fainter emission extends from its vicinity towards the top-left and bottom-left, forming irregular, fading lobes. All visible emission appears associated with this central complex; no unassociated sources are evident."
233,669,"A bright flux centroid is located slightly left of center, exhibiting a prominent, curved lobe/jet-like structure extending towards the bottom-right. A fainter, diffuse extension also emanates to the top-right. A separate, fainter, compact source is visible in the top-left, unassociated with the main emission."
234,670,"Two distinct, bright flux centroids are located in the central-left of the image. They are connected by a fainter, curved extension, forming an S-shaped morphology. This structure appears as the primary source, with no obvious central point of origin or termination for distinct jets/lobes within the radio emission. No other bright sources are detected."
235,671,"A prominent, compact flux centroid is located slightly below center. Diffuse, extended emission originates from this centroid, extending upwards and rightwards in a broad, asymmetric plume that gradually fades. Two very faint, unassociated point-like sources are visible in the lower corners."
236,672,"A bright, prominent arc-shaped flux centroid dominates the image, located slightly below-center. Diffuse, fainter emission patches are visible around this arc. No clear collimated jets are observed. A weak, compact source is present on the far-left, unassociated with the main structure."
,673,Two bright centroids dominate the image center. A compact centroid slightly left of center has diffuse emission extending upper-left. Another elongated centroid right-of-center shows diffuse emission extending downwards. Both elongated features originate from their respective centroids and fade outwards. No other distinct sources are present.
237,674,"A bright, extended flux centroid is observed slightly below the image center, exhibiting an eastward elongation. This diffuse structure originates from the centroid and extends to its right. A fainter, point-like flux centroid is present in the upper-left, unassociated with the main emission."
238,675,"Three bright, diffuse flux centroids are visible: one in the bottom-left, one in the top-right, and a fainter one in the center-left. A very faint point source is also present on the far right. No distinct lobes or jets are observed. All sources appear as isolated, slightly extended emissions, without an obvious central galaxy association."
239,676,"Two compact, bright flux centroids are centrally located, slightly offset from each other. One is left-bottom, the other right-top. No discernible lobes or jets emanate from these centroids. No other distinct sources appear in the field of view."
240,677,"Two bright flux centroids are prominent: one in the upper-right, one in the lower-left. Each is associated with a diffuse, elongated lobe. These lobes extend from the centroids inwards, broadly converging towards a faint central region. No other distinct sources are present."
241,678,"A central elongated source dominates, featuring two bright flux centroids. One is located top-left of center, the other bottom-right. These centroids appear as lobes extending from a central, fainter core. Several very faint, point-like sources are scattered throughout the field, unassociated with the main central emission."
242,679,"A bright, elongated source is centrally located. It features two flux centroids, one slightly above and one slightly below the center, connected by diffuse emission. This forms a short, bipolar structure extending vertically from the central region. No other distinct sources are visible in the image."
,680,"Two bright flux centroids are near the image center: one top-right, one bottom-left. A broad, bright feature extends from the top-right centroid, forming a lobe/jet-like structure that encompasses the bottom-left centroid. Several faint, point-like sources are visible elsewhere in the field, unassociated with this central emission."
243,681,"Two bright, resolved flux centroids are located near the image center. They form a closely-spaced double source, one slightly left, one slightly right. No distinct lobes, jets, or other sources are evident."
244,682,"Two very close, bright, compact flux centroids are located slightly upper-left of center. No associated lobes or jets are observed originating or ending from these sources. A much fainter, compact point source is also visible in the lower-right quadrant, appearing unassociated with the prominent pair."
245,683,"A bright, elongated flux centroid with two intensity peaks is located slightly above center. No distinct, extended lobes or collimated jets are present, though the main centroid is intrinsically elongated. A separate, fainter, compact flux centroid is visible below the primary source."
246,684,"A prominent, vertically elongated central source features two bright flux centroids: one slightly above and one below the image center. These centroids are connected by diffuse emission, forming a contiguous, hourglass-like morphology. No distinct jets or other unassociated sources are observed."
247,685,"A bright, compact flux centroid is on the left, slightly below center. An elongated, diffuse feature, resembling a jet, extends from this centroid towards the right, fading out. No distinct sources appear unassociated with this central complex."
,686,"Two slightly extended, bright flux centroids are centrally located, horizontally offset from each other. No distinct lobes or jets are observed originating from these centroids. No other sources are present within the field of view."
248,687,"A single, bright, horizontally elongated flux centroid is located at the image center. It appears as two very closely spaced, compact components. No extended lobes or jets are associated with this central feature. No other distinct sources are observed."
,688,"A bright, compact, elongated radio source is centrally located. It features two prominent flux centroids, one slightly top-left and the other slightly bottom-right, forming a unified, continuous morphology. No distinct extended lobes or jets originating from a separate core are discernible. No other significant discrete sources appear in the field."
200,689,"A single, bright, unresolved flux centroid is observed near the image center. No extended lobes, jets, or other distinct sources are detected anywhere in the field of view."
201,690,"A bright, elongated flux centroid is prominent near the image center-left, displaying a linear morphology. A fainter, diffuse centroid is located near the right edge. A very faint point source is barely discernible on the far left. No classical lobes or extended jets are evident originating from a central point, with sources appearing distinct."
202,691,"Two prominent, bright flux centroids are centrally located, slightly elongated and aligned horizontally. They are connected by fainter, diffuse emission, forming a symmetric, double-component structure. No distinct jets are visible. No other sources unassociated with this central morphology are observed."
203,692,"Two bright, unresolved flux centroids are centrally located and vertically aligned. One is slightly above the image center, the other slightly below. No extended lobes or jets are observed originating from or between them. No other distinct sources are present."
204,693,"The image displays two distinct flux regions. A bright, compact centroid is located in the upper right. A fainter, extended, and clumpy region of flux is visible in the lower left. No clear jets or distinct lobes originating or ending are evident. These appear as two separated sources."
249,694,"A bright central flux centroid is visible, flanked by two elongated, diffuse lobes extending horizontally left and right. These lobes originate from the central region and gradually fade into the background. There are no other distinct sources visible in the image."
206,695,"A bright, elongated, bi-lobed source is centered in the image. It comprises two distinct, closely spaced flux centroids oriented vertically, suggesting a bipolar structure originating from an implied central point and extending outwards. No other significant sources are present in the field."
